iter	Passed	Remaining
862	1969	312
863	1971	310
864	1973	308
865	1975	305
866	1977	303
867	1979	301
868	1982	298
869	1984	296
870	1986	294
871	1988	291
872	1990	289
873	1992	287
874	1995	285
875	1997	282
876	1999	280
877	2001	278
878	2003	275
879	2005	273
880	2007	271
881	2009	268
882	2011	266
883	2013	264
884	2015	261
885	2017	259
886	2020	257
887	2022	255
888	2024	252
889	2026	250
890	2028	248
891	2030	245
892	2032	243
893	2034	241
894	2036	238
895	2038	236
896	2041	234
897	2043	232
898	2046	229
899	2048	227
900	2050	225
901	2052	223
902	2055	220
903	2057	218
904	2058	216
905	2060	213
906	2062	211
907	2064	209
908	2066	206
909	2069	204
910	2071	202
911	2073	200
912	2075	197
913	2078	195
914	2080	193
915	2083	191
916	2086	188
917	2088	186
918	2090	184
919	2092	181
920	2094	179
921	2096	177
922	2099	175
923	2101	172
924	2103	170
925	2105	168
926	2107	165
927	2110	163
928	2112	161
929	2115	159
930	2117	156
931	2119	154
932	2122	152
933	2124	150
934	2126	147
935	2128	145
936	2130	143
937	2132	140
938	2134	138
939	2136	136
940	2138	134
941	2141	131
942	2143	129
943	2146	127
944	2148	125
945	2151	122
946	2153	120
947	2155	118
948	2158	115
949	2160	113
950	2162	111
951	2164	109
952	2166	106
953	2168	104
954	2170	102
955	2173	100
956	2175	97
957	2177	95
958	2179	93
959	2181	90
960	2184	88
961	2186	86
962	2188	84
963	2190	81
964	2192	79
965	2194	77
966	2196	74
967	2198	72
968	2200	70
969	2202	68
970	2203	65
971	2206	63
972	2208	61
973	2211	59
974	2213	56
975	2215	54
976	2217	52
977	2219	49
978	2221	47
979	2223	45
980	2225	43
981	2227	40
982	2229	38
983	2231	36
984	2232	34
985	2234	31
986	2236	29
987	2238	27
988	2241	24
989	2243	22
990	2245	20
991	2248	18
992	2250	15
993	2252	13
994	2254	11
995	2256	9
996	2258	6
997	2260	4
998	2262	2
999	2264	0
